Area,Bedrooms,Bathrooms,Stories,Parking,Age,Distance_City,School_Rating,Crime_Index,Hospital_Distance,Mall_Distance,Public_Transport,Garden,Pool,Garage,Income_Area,Population_Density,Air_Quality,Property_Tax,Price
2835,2,2,2,2,2,5.39,2,2.75,12.67,13.22,1,0,0,0,112914,19155,28.93,8019,2393340
2426,2,1,1,3,1,0.88,10,8.14,8.23,2.23,10,1,0,1,87874,14755,123.08,2738,2115944
3600,2,5,2,4,41,12.61,2,4.52,5.51,17.1,7,0,0,0,76171,11298,149.38,9825,2190377
4933,2,1,1,1,22,28.84,2,6.67,2.56,8.4,6,1,0,1,119930,19619,136.86,5749,2054386
1897,6,5,2,4,33,8.07,9,2.75,0.68,8.45,10,0,0,0,147118,14624,33.19,1753,4175614
1979,4,4,4,0,26,4.53,6,4.48,7.87,8.95,6,1,0,1,68336,15584,121.9,7142,3122387
679,2,5,2,2,2,22.03,3,7.19,2.48,2.11,10,0,0,1,26234,5430,136.8,7410,1451393
1445,3,4,2,3,21,5.17,2,7.21,8.99,13.82,3,1,0,1,46853,11397,75.58,9879,2186368
663,1,4,3,4,24,2.76,9,3.25,4.99,11.42,2,1,0,0,58573,7234,139.56,8941,2152046
785,1,4,4,1,10,14.9,2,7.21,2.58,3.73,1,1,1,0,112270,4645,121.67,2470,1810482
3300,4,5,1,0,49,13.57,7,8.87,7.71,6.17,2,0,1,0,78721,7537,121.8,9464,2495782
1194,6,4,3,0,42,6.02,3,5.35,11.12,13.47,2,1,1,0,52544,12465,115.22,4180,3083146
1899,6,2,1,4,3,29.69,3,8.63,1.71,1.04,3,0,0,0,87957,15288,91.43,6270,2455730
1924,4,1,2,0,37,26.79,5,3.92,9.34,14.1,4,0,1,0,114439,7917,34.7,7973,2265733
1689,1,4,4,4,23,5.35,8,3.99,3.11,1.23,2,0,1,0,139297,5880,111.65,2770,2763126
2304,5,4,3,2,2,5.29,5,4.24,2.58,7.68,8,1,1,1,124004,14104,144.1,4261,3591331
2248,2,4,1,2,23,10.44,10,2.55,5.89,19.67,9,0,1,1,29882,5332,93.18,6258,2519125
4368,1,5,3,1,27,6.67,3,4.99,3.95,6.79,6,0,1,0,137702,11686,23.32,9686,2907401
3274,3,4,1,4,42,13.65,5,5.07,18.13,19.08,9,1,0,1,46467,5688,143.84,8842,2408007
1243,1,3,2,2,14,15.58,4,4.35,8.44,11.58,5,1,1,1,129095,18853,107.0,8497,1891049
4174,3,5,1,4,42,29.41,6,2.42,19.2,11.09,8,0,1,1,112403,12369,46.64,2054,3247357
526,5,1,1,3,50,14.45,9,4.66,17.07,6.13,7,1,1,1,88420,17313,99.81,5952,2067047
1112,6,3,4,2,34,9.96,1,9.59,18.54,14.69,1,0,1,1,103776,7369,130.85,1597,2759805
3540,5,3,3,1,22,2.35,7,2.06,16.48,16.85,6,1,0,0,79175,12605,67.05,9539,3595468
2461,3,2,4,0,10,8.97,2,1.4,3.79,18.19,6,1,0,0,27765,2068,138.71,4769,2187461
2652,1,4,2,3,4,7.89,8,5.14,1.06,8.13,3,0,0,1,93422,4083,121.1,9450,2624299
927,3,4,2,1,1,21.0,3,7.61,3.53,12.89,4,1,0,0,72203,2841,138.93,9452,1876767
4270,4,1,4,4,42,7.56,2,7.22,13.5,2.5,4,1,0,1,34976,6203,77.14,2994,2286672
3894,6,2,1,2,7,15.77,1,7.38,16.62,11.98,7,0,1,1,25422,6016,84.63,1772,2398954
1930,1,1,1,2,35,1.39,10,8.31,19.12,18.88,7,0,1,1,118593,10767,74.03,1576,1661268
1687,5,3,1,1,34,16.5,6,8.77,4.88,9.7,2,1,1,1,47633,9403,81.73,9475,2310889
3485,2,1,3,0,33,19.41,5,7.23,9.52,10.53,4,0,0,0,24405,3964,30.21,3744,1491031
2636,4,1,3,2,3,20.28,9,3.94,14.68,9.42,7,0,0,1,53246,8741,71.02,5804,2648810
4321,4,1,3,3,40,9.11,9,9.04,8.48,3.0,1,0,1,1,31396,18391,103.35,2354,2835568
3295,2,5,1,1,16,7.7,4,1.79,2.54,2.58,1,1,1,0,114322,19522,130.58,2457,2959551
3823,3,2,1,2,33,29.81,8,7.24,2.25,7.3,4,1,0,0,29180,13909,92.23,2243,1985268
4219,3,1,4,2,36,5.05,3,1.35,5.34,7.78,6,1,0,0,37194,4653,96.15,5624,2419442
1284,2,1,3,4,48,9.62,8,8.94,14.13,19.72,1,1,0,1,51531,1096,106.62,2407,1602281
3809,6,1,1,1,47,17.82,5,9.01,15.03,8.38,10,1,1,1,72532,5758,28.8,1712,2656992
1799,1,4,1,0,50,21.49,10,8.38,2.52,11.23,8,0,1,0,62405,16199,131.02,2520,989105
1524,6,2,3,3,29,20.79,5,5.23,3.15,11.66,3,0,0,0,94262,7579,77.91,9917,2575090
4519,4,2,2,1,41,3.48,1,5.72,14.98,17.23,5,1,0,0,136364,1221,73.66,5456,2960936
1920,4,2,1,2,32,8.97,4,3.63,3.92,15.79,2,1,0,1,59589,13163,108.6,4989,2012762
919,4,2,4,1,4,4.47,6,4.9,17.32,15.69,7,0,1,1,137060,12165,70.8,5223,2881976
3715,4,1,3,1,12,22.45,3,7.5,4.55,14.55,1,0,0,1,124315,4218,138.76,8959,2456687
2871,2,3,2,4,33,3.29,2,5.59,17.59,16.52,3,0,0,0,26653,16577,36.36,9785,1997311
1446,6,1,4,2,33,15.72,8,5.95,12.34,16.81,4,1,0,0,24078,6443,66.58,6433,2423284
3898,3,3,1,1,44,14.28,9,4.71,16.98,13.78,7,0,1,1,29690,14200,89.64,9524,1979020
1122,2,3,4,4,33,8.59,10,9.84,16.71,16.29,6,1,0,0,126063,3728,146.54,9007,2418804
962,6,1,3,3,40,2.81,5,6.03,10.9,19.57,2,0,1,0,57920,19958,51.06,8826,2371045
2412,3,3,2,4,7,10.58,10,2.91,16.78,10.23,4,1,1,1,60000,10940,82.15,3991,3123654
1798,1,2,2,4,42,24.97,10,9.82,0.64,0.72,2,1,1,0,119294,2207,34.57,2582,2019910
2929,4,2,1,1,4,22.39,9,3.24,16.9,17.94,2,0,0,1,124630,19771,39.26,6148,2504971
1649,6,3,1,4,11,19.18,2,5.7,12.3,15.58,1,0,0,0,52108,4741,68.46,4130,2282318
1347,2,5,1,2,29,26.9,3,8.96,9.56,0.75,4,0,1,0,45160,6115,67.27,1427,1615495
2480,1,2,3,3,21,15.62,6,4.26,0.96,16.84,5,0,1,0,60354,3848,33.21,1546,1908309
4122,6,3,1,4,27,23.51,1,8.21,17.29,6.27,6,0,0,1,138905,14336,54.79,8871,3502574
2730,3,2,4,3,7,1.54,3,4.27,11.56,6.07,3,1,0,1,88511,17456,29.4,4411,2938865
1269,3,4,1,4,8,17.92,3,4.81,5.73,14.15,7,1,0,0,24999,1829,78.68,6823,1731839
1959,6,1,1,2,15,17.62,10,4.92,3.56,10.05,2,1,1,0,53675,7613,34.6,8836,2843469
1667,2,1,2,2,42,5.03,7,7.26,4.13,15.79,9,1,1,1,139629,8314,105.89,9133,1971652
3051,6,4,2,1,11,23.55,2,4.57,18.96,3.8,2,1,1,0,47874,4985,92.54,5573,2752635
2312,5,3,2,1,23,24.71,4,3.07,8.73,17.84,7,1,0,0,70355,5543,46.92,3707,2708082
834,4,5,4,4,38,2.9,1,6.04,9.56,12.26,3,1,0,0,135603,12930,46.14,7874,3402102
4206,2,5,2,1,41,28.06,3,6.76,2.79,3.77,9,0,0,0,134477,15044,124.11,5620,2242849
860,1,4,1,4,38,25.86,2,8.55,8.44,1.75,8,1,1,0,100633,15919,58.98,2381,1638444
2822,6,5,2,3,14,1.21,6,6.26,19.63,12.46,3,1,0,0,33571,18621,32.26,3931,3590689
4310,5,3,1,0,43,2.71,8,6.05,19.18,9.07,10,1,1,0,49423,18234,32.51,3730,3095451
4562,5,3,1,0,25,23.13,9,9.54,14.07,17.03,3,1,1,1,69913,3130,48.68,7296,2856758
3872,2,5,4,1,18,27.25,9,5.2,15.79,2.21,9,0,0,0,108628,5428,32.99,9273,2995105
584,6,1,2,3,42,0.82,6,2.96,16.03,19.63,5,0,1,0,53456,16827,135.5,3447,2452964
3566,1,4,3,4,9,28.04,8,6.45,2.34,17.34,4,1,1,0,73490,3301,110.05,4181,2448200
2845,1,1,1,3,33,12.97,10,9.77,14.66,19.72,1,1,1,0,76634,17207,115.18,5901,1192912
3317,1,5,2,1,31,28.76,3,5.81,19.42,5.37,5,1,0,0,21214,9497,84.09,4602,1322537
2813,6,1,4,2,46,21.76,5,9.55,4.94,16.65,9,1,0,1,76471,14920,116.22,5509,2708580
596,3,2,4,1,30,2.54,3,3.95,17.21,11.73,9,0,0,0,112674,8749,81.06,5744,2278419
3273,2,1,2,2,44,12.75,8,1.54,9.41,11.44,4,1,1,0,37821,3105,89.43,2204,1668807
3944,3,1,3,0,29,18.57,7,5.41,15.4,16.49,6,1,1,0,129149,6369,26.02,4684,2636921
4665,2,3,2,1,36,15.49,7,8.04,12.15,2.39,6,0,1,1,69088,17710,77.26,9319,2133965
2077,4,2,2,3,27,14.27,3,5.02,11.71,19.22,6,1,0,0,135678,6644,35.12,5630,2700262
1756,2,5,2,3,40,6.54,10,8.69,7.18,9.97,2,1,1,0,38504,1314,57.91,5886,2509528
2542,5,3,2,2,25,24.26,7,2.72,3.31,15.44,7,0,0,0,87853,525,77.98,7449,2782710
1313,1,2,2,1,29,27.37,5,6.45,12.98,1.27,5,0,0,0,111241,19076,77.27,1573,847087
2710,2,4,2,2,28,8.45,1,9.2,2.47,3.09,7,0,0,0,23406,3009,98.32,3691,1877527
4826,1,5,2,4,32,20.88,3,1.33,18.86,6.9,9,1,1,0,85642,14853,126.14,7025,2647417
3597,2,4,1,1,10,4.88,7,8.15,4.04,0.77,9,0,1,0,32494,15977,51.22,1278,1953836
1807,4,1,2,2,48,25.91,7,2.15,7.03,11.01,5,0,1,1,63428,5324,117.3,5160,1751080
542,2,4,1,1,15,24.89,8,7.81,14.53,7.4,1,1,0,0,46920,19052,137.14,2708,1484170
4887,6,5,1,0,16,29.12,4,1.69,3.91,13.92,3,0,0,1,145590,9827,111.8,6743,3987217
1721,4,2,3,2,42,23.53,7,2.72,12.82,10.44,8,1,0,1,69359,11289,36.05,1744,2174886
4787,1,2,3,3,30,20.83,3,1.78,4.08,0.94,4,0,1,0,85272,10898,72.61,2329,2418290
1170,6,2,4,4,44,11.63,3,7.8,9.19,18.75,2,0,1,1,40346,9161,131.09,9356,2861102
4764,1,5,2,2,49,14.5,3,8.23,8.54,5.24,1,0,0,1,35494,5684,45.37,2026,2120975
2033,4,2,2,3,22,23.5,4,7.1,15.7,9.96,8,0,0,1,41234,7295,56.85,6738,1796366
4906,5,4,4,0,25,8.11,6,9.34,3.53,13.79,8,0,0,1,22662,15269,96.73,4136,3305479
3222,2,5,3,2,2,26.35,10,2.46,19.89,8.22,4,0,1,0,70724,15434,100.25,2895,2599926
2752,2,5,3,2,31,18.7,9,5.32,14.51,3.42,2,1,0,0,47849,1460,121.69,9734,2083785
2389,3,3,4,0,16,23.4,3,2.11,3.78,14.81,7,1,1,1,72279,2403,56.81,7035,2921408
2550,3,2,2,4,17,21.8,4,4.29,16.1,10.45,9,1,1,0,68800,9622,34.47,9132,2033273
3388,3,1,2,2,22,7.23,5,7.48,13.12,5.16,6,1,1,1,126949,15473,120.69,3408,2669351
2026,3,4,2,3,50,11.09,6,6.14,8.07,3.38,6,1,0,0,20545,18922,61.89,9251,1768730
578,3,3,2,2,5,18.13,7,8.58,9.22,8.51,5,0,0,0,81626,13844,62.06,3172,1855207
2844,6,5,4,3,50,22.14,10,9.11,15.75,5.49,9,1,0,1,146764,15709,107.06,2107,3947445
2902,4,3,3,2,37,18.05,5,5.93,7.23,15.13,2,0,1,0,145758,11767,106.09,5606,2863670
2401,4,4,4,0,42,5.66,9,8.25,2.04,18.78,8,0,0,1,127695,17256,133.96,5953,2862971
4571,5,3,4,2,11,24.98,3,4.16,8.25,12.39,3,0,0,1,138446,7701,137.54,6654,3345730
2418,2,4,1,4,31,24.92,6,7.09,6.39,8.31,3,0,0,0,91018,17355,70.51,2891,2005037
4742,5,2,3,0,30,3.19,4,2.81,15.16,7.12,8,1,0,0,130828,12337,118.55,7291,3326882
2211,1,3,1,3,3,14.13,6,6.83,14.69,1.23,4,1,0,0,59831,5132,24.26,2427,1870774
757,2,3,4,1,13,11.7,1,4.68,16.54,10.51,4,1,0,1,83256,10299,81.63,1669,2117322
3884,4,1,2,0,2,1.78,6,2.07,2.14,13.49,8,1,1,0,46616,17193,72.76,8452,2565190
2330,6,5,2,2,35,26.95,6,4.24,14.26,15.89,3,1,1,1,24328,11181,76.19,7108,3095515
538,6,4,4,4,28,7.05,5,1.65,0.96,12.84,4,1,0,1,122521,12899,119.74,2271,3552560
4504,1,2,2,4,25,6.84,1,9.27,10.31,13.61,9,0,1,0,101287,17593,38.44,9554,1946065
1840,2,5,1,3,47,3.94,9,2.48,13.43,4.51,3,1,0,1,147878,13137,128.68,1078,2931380
3210,1,5,1,2,45,13.92,8,4.25,18.93,2.18,10,0,1,0,85185,17549,48.42,3811,2300942
1882,2,2,4,3,34,28.28,3,6.24,8.49,15.19,8,1,0,0,105196,7477,129.14,1907,1534988
3396,2,2,2,4,36,5.2,5,1.66,19.87,3.63,6,1,0,1,53196,16329,141.3,3308,2255921
3926,1,5,3,0,47,19.39,1,8.31,11.0,10.12,4,1,0,0,70070,2893,83.67,2951,1761165
3484,6,2,4,0,1,29.34,8,5.58,17.21,4.66,5,0,1,0,74912,6582,88.89,5491,3435495
3271,3,5,1,0,9,18.48,5,8.29,17.83,3.71,1,1,0,0,129460,13274,23.28,3189,2567716
2206,5,5,4,0,34,28.27,10,7.56,7.09,14.63,1,0,0,1,101186,2157,133.5,1746,2929686
4178,1,1,1,1,40,12.85,8,4.59,17.75,17.83,2,0,0,0,21985,7248,32.78,4371,1417102
1105,1,2,3,3,19,3.89,4,1.56,19.96,19.73,8,1,0,1,49657,8176,140.89,2230,1481472
4512,6,2,1,1,7,22.0,4,8.93,7.97,18.0,10,1,0,1,46927,1829,115.53,5018,2843950
2810,6,3,3,3,37,6.23,5,8.37,9.05,10.99,9,1,0,0,124175,4418,143.32,3551,3222389
1142,5,5,2,3,41,6.72,4,4.05,19.12,17.98,1,0,0,0,76946,3691,125.09,7457,2407343
2178,2,2,4,4,43,0.92,6,7.05,10.27,2.3,6,1,1,0,105189,3805,37.85,5845,2366625
3211,4,4,3,0,7,8.06,5,2.11,8.52,16.97,10,0,0,1,119923,16668,110.76,3696,3158013
1917,1,2,4,2,40,24.97,10,7.83,15.93,3.22,5,1,1,0,144405,16341,44.05,3423,2336892
4379,6,1,1,2,23,18.73,1,7.13,4.39,10.08,2,0,0,0,132303,14780,77.01,3091,2468500
4622,1,5,4,2,36,5.32,8,9.11,7.92,3.5,10,1,0,0,119634,13159,26.3,6247,3011249
2212,3,5,2,1,0,29.09,8,6.4,8.62,9.33,4,0,1,1,133349,2957,103.01,9817,3249649
3011,4,4,1,1,15,22.28,3,8.04,3.41,12.16,9,0,1,1,44551,12952,56.43,3187,2504976
2564,3,2,3,1,16,2.65,2,4.48,16.68,8.04,4,1,0,0,94626,12265,122.56,8926,2191670
3110,6,1,3,4,4,7.44,7,5.17,18.11,4.58,5,0,1,0,78112,18815,128.9,3379,3417870
3459,3,5,3,1,31,23.95,8,2.01,12.94,15.88,3,0,0,0,49324,8132,34.52,5023,2609148
4204,2,2,4,0,37,2.78,4,8.57,13.78,2.81,10,0,1,0,44970,19696,134.89,9730,1910610
1862,3,3,1,0,4,16.78,6,2.39,9.34,10.01,7,0,0,1,46432,1632,81.11,8646,2044076
507,1,2,2,3,46,16.32,4,1.96,19.61,5.86,1,1,0,1,69673,15782,124.04,5018,991730
2095,4,4,1,2,15,28.57,2,9.63,13.99,7.05,6,0,0,1,100774,2530,139.83,3372,2350470
1889,3,3,1,2,24,19.36,1,7.56,8.43,18.23,4,0,1,0,45248,7994,32.78,3950,1717039
2150,2,5,4,0,36,27.74,1,2.35,18.53,18.05,4,0,0,1,91513,9127,103.7,1310,1865773
3967,1,2,1,0,34,11.92,4,5.62,5.57,12.84,10,0,1,0,54592,4817,103.87,2672,1578012
3539,6,4,1,4,6,26.11,9,8.9,5.72,4.0,7,0,1,1,67863,4694,98.25,4315,3228614
3546,6,4,4,2,6,8.12,8,2.59,8.8,10.21,10,0,1,1,42136,5484,149.95,8181,4080132
2561,5,1,1,1,13,2.43,2,8.35,19.7,1.32,6,0,1,1,136836,12396,53.32,6362,2565756
2344,5,5,1,3,1,6.74,8,6.83,4.52,13.93,1,0,1,0,31112,15170,121.16,6212,3026459
4356,4,4,1,1,19,22.84,3,1.29,17.2,6.86,6,1,1,1,21647,10138,30.93,2449,2530574
4531,3,3,2,4,41,14.23,1,6.21,16.75,13.3,8,0,0,0,95582,18216,137.14,1346,2247189
4111,2,5,1,1,15,23.16,4,5.28,17.54,4.06,10,0,0,0,41917,6094,64.13,4472,1761929
2934,5,1,1,0,34,27.0,2,3.6,17.1,7.6,3,0,0,1,129313,1144,70.13,3459,2261136
4420,2,3,3,3,11,2.74,2,2.63,10.1,17.71,3,1,1,0,138371,18341,68.97,6486,2962764
1894,4,4,4,0,47,19.63,7,5.55,10.64,11.43,9,0,1,0,135734,17214,71.63,5371,2993793
3343,1,5,1,2,43,6.56,2,2.77,3.56,11.19,10,0,0,1,29220,2501,78.31,1927,1838281
3296,6,3,3,0,40,26.34,4,6.24,2.17,2.47,7,1,0,0,114086,6818,99.17,5950,2817381
2560,3,5,2,1,28,29.99,1,7.62,10.1,5.54,4,0,1,0,37087,4631,24.48,5085,1777843
4845,6,4,4,3,10,29.93,5,9.79,15.02,11.91,8,0,0,0,47782,12744,116.97,5585,3470922
3737,2,3,4,2,47,14.06,1,6.55,8.98,2.69,9,1,0,1,104235,15530,68.45,7975,2407399
2450,3,4,2,0,28,22.57,6,1.79,5.67,5.4,7,1,1,1,124358,18741,71.44,1024,2829451
1604,4,3,4,0,15,19.3,8,1.24,11.44,16.3,5,0,1,1,140403,2049,72.71,8878,3150540
3889,2,2,3,1,0,6.66,7,5.02,5.65,3.38,2,1,1,1,75334,6372,123.71,6152,2916042
4558,4,2,1,1,50,8.86,7,3.58,10.12,8.49,6,1,0,0,102913,5797,124.68,5098,2510997
2141,5,2,4,4,23,20.29,10,9.56,10.54,1.89,8,1,0,1,69533,18645,119.84,1929,2734209
2920,5,5,2,0,9,5.86,1,4.98,13.94,14.03,6,1,1,0,124112,17910,124.74,7099,3157754
3910,4,2,3,1,23,10.16,4,6.24,17.78,1.9,1,1,0,1,47299,1071,30.56,5423,2708148
1829,1,2,3,1,42,22.47,1,6.3,5.31,14.21,8,0,0,0,106629,4685,147.19,9142,1276465
3768,5,2,2,4,10,7.19,1,9.47,5.35,13.86,2,0,0,0,75744,12450,56.99,2074,2793341
3621,4,4,1,3,41,8.09,3,8.17,7.12,5.32,4,1,0,1,137732,9853,27.26,9242,3331438
4435,6,5,1,3,19,5.97,1,5.22,4.0,6.87,4,1,0,0,147732,6828,142.58,1309,4013857
2035,1,2,1,4,38,24.98,7,4.52,3.71,12.03,7,0,1,1,111852,689,35.41,4908,1933572
2416,3,2,4,3,50,12.66,3,8.19,5.85,12.11,4,0,1,0,141923,7862,36.84,8893,2616746
2464,6,2,3,3,13,20.5,2,1.43,15.34,17.47,9,1,1,0,69673,17548,59.99,4395,3222757
1222,1,5,4,4,15,20.2,6,5.95,7.66,3.57,10,0,1,1,26086,1937,31.58,6463,2632094
1856,6,5,4,3,44,25.13,10,4.09,19.97,3.86,10,0,1,1,72298,14200,149.52,7777,3505143
4438,2,3,2,4,3,21.82,9,1.31,18.16,9.21,7,1,0,1,87041,8159,108.14,4998,2865203
2127,5,2,3,4,13,0.52,8,1.95,7.01,13.95,5,1,1,0,149078,2894,120.73,4561,3948309
2781,2,1,2,4,8,15.61,1,5.62,11.25,12.87,5,0,0,0,113430,3499,120.08,4127,1607217
1155,2,1,1,0,40,29.17,8,4.26,14.04,9.89,10,1,0,1,146985,16207,85.72,3002,1411135
4809,5,4,3,4,16,5.1,2,5.36,19.92,3.61,1,0,0,0,102420,10982,99.18,3807,3908911
1829,6,2,1,0,29,25.76,5,4.67,14.17,12.85,7,0,1,0,90613,5837,48.11,3759,2596675
2213,5,5,2,3,45,17.1,5,1.75,11.52,13.43,4,0,1,1,20974,12820,77.86,8033,2759074
2997,5,1,3,4,20,16.6,6,6.97,2.71,3.57,5,1,0,1,54958,1345,27.71,3621,2662819
4578,3,5,1,4,1,24.37,7,1.25,17.87,15.56,1,1,1,1,66699,2544,34.58,5020,3755410
3341,6,4,2,0,39,19.03,9,7.88,9.47,0.82,2,1,1,0,86329,4944,148.7,4570,3352975
4938,2,5,3,1,50,26.07,4,7.25,14.17,3.64,7,1,0,0,77593,7404,140.8,1529,2008573
1113,6,5,1,1,19,24.7,9,7.1,0.72,13.75,7,0,1,1,55953,5331,121.36,1925,2807252
4067,4,4,1,2,5,17.06,2,6.27,5.3,13.46,5,0,1,1,56134,13271,62.6,2441,2799654
1261,4,2,1,1,35,20.0,9,4.66,1.94,5.98,10,0,0,1,92319,17420,63.71,5283,2099810
4538,3,5,3,3,47,7.6,9,1.54,15.5,7.46,5,1,0,1,101439,3461,136.84,8921,3655100
3361,3,3,4,3,48,14.5,5,2.25,17.84,11.6,1,0,1,1,104488,10024,52.69,2019,3088793
4038,3,3,3,0,39,15.05,2,8.46,2.33,17.95,3,0,0,0,107787,1160,25.14,9728,2159666
3489,6,2,4,3,42,16.53,8,8.02,3.79,7.89,9,1,1,0,137666,4724,83.03,3139,3677652
2694,5,5,1,1,24,20.12,2,6.05,18.74,15.65,10,0,1,0,105460,16097,84.03,7936,2884262
2235,5,4,2,3,19,9.74,10,3.83,17.11,18.09,7,1,0,1,22450,17876,101.1,7641,3031818
4377,2,3,2,1,44,21.38,4,7.88,18.23,19.76,6,0,0,0,44782,515,78.7,6799,1285597
2615,6,5,1,3,35,9.05,7,1.46,0.51,13.38,10,1,1,0,51178,13949,64.87,7604,3597995
2489,2,2,3,4,3,27.18,8,8.41,4.59,4.77,5,1,0,1,27848,17632,27.03,4892,1938748
4661,2,2,2,3,27,23.28,5,4.63,2.04,19.82,3,1,1,1,27133,16067,117.32,5293,1883832
1603,6,5,4,2,38,2.91,7,1.73,2.99,2.39,4,0,0,0,138306,16986,115.71,4479,3626329
3646,6,4,4,1,44,26.73,9,8.94,3.08,9.51,9,1,0,0,141390,17558,87.89,5461,3496099
2751,1,2,4,4,36,15.44,8,6.32,13.34,7.56,5,1,1,0,84865,8538,88.74,2455,2347280
4510,3,4,3,1,31,11.77,6,7.42,19.53,6.29,7,0,0,1,133793,10147,125.06,6817,3202903
559,5,4,2,0,25,18.96,2,2.71,16.64,18.71,3,1,1,0,136758,12026,99.73,6457,2701509
2142,2,5,4,2,34,22.39,1,5.84,14.29,10.25,1,0,1,0,107887,16912,55.49,4685,2477399
3278,1,4,2,4,26,16.27,8,7.47,11.53,11.19,9,1,1,0,130331,14980,137.97,7214,2423092
4281,4,2,4,2,46,1.13,10,2.91,3.37,5.1,10,0,1,0,123270,7651,38.76,5195,3383175
1391,5,5,2,1,18,10.54,3,6.73,7.08,16.24,9,1,0,1,76175,9781,83.38,5834,3030077
3309,5,3,2,0,3,13.35,10,5.72,14.8,7.07,9,1,0,0,88376,4270,34.22,2633,3404594
2894,3,5,2,1,14,13.15,6,9.26,1.19,2.65,6,0,1,0,47444,1524,114.04,7455,2661798
1897,3,1,4,1,40,17.36,2,7.38,15.98,8.99,2,1,1,0,47220,17812,84.88,8881,1337537
2255,2,4,2,1,43,23.14,10,7.71,9.25,3.44,7,1,0,0,105246,17464,90.67,1699,2127686
2530,3,3,3,1,23,11.24,7,2.59,14.95,16.87,9,0,0,1,67834,3216,53.68,1164,2518657
4842,6,4,2,2,17,5.61,1,7.91,18.66,5.14,9,0,1,1,104723,13036,42.39,4168,3660227
2150,5,5,2,0,4,10.26,1,6.72,5.65,3.15,2,1,0,1,134197,18343,56.89,3590,3106348
3031,5,3,1,1,37,29.74,3,9.24,8.43,15.6,2,1,0,1,53677,824,63.05,3234,2383305
1886,4,3,3,0,42,29.26,10,3.14,16.02,10.58,9,0,1,0,86404,10715,72.74,9103,2170660
4550,6,2,4,1,38,23.51,8,3.78,6.16,17.1,3,0,1,0,21276,13524,22.32,8098,3298546
3312,5,5,3,0,47,22.75,10,8.53,16.0,3.54,3,0,0,0,53306,2591,145.81,6308,2919985
711,5,5,1,1,13,19.24,7,2.67,15.65,6.25,3,1,1,0,22259,13430,104.39,1481,2785227
4538,2,5,1,0,35,15.97,4,6.32,14.83,4.29,5,1,1,0,98633,19397,100.48,4249,2359309
3217,2,4,3,1,33,25.33,2,8.36,14.27,3.67,3,1,1,1,87803,7206,71.94,5540,2210120
4427,1,4,3,0,25,19.83,3,6.18,15.67,2.74,6,1,0,1,115898,16332,123.65,6397,2488881
3229,2,3,1,2,27,11.47,7,1.58,3.44,3.77,9,0,0,1,48789,6765,75.67,4078,2009825
2047,5,1,2,1,47,24.18,5,4.44,3.56,2.81,9,0,0,0,27428,15942,32.78,9110,1489334
4261,1,4,3,1,45,13.16,8,7.87,0.92,14.64,9,1,1,1,99193,16299,145.61,7605,2743973
3472,1,3,4,3,20,21.1,10,4.33,3.04,6.14,1,0,1,0,113039,11687,45.47,3991,2804251
2163,5,3,3,3,7,3.31,7,8.67,9.69,18.65,4,1,1,0,146511,6304,138.51,6089,3855016
1747,2,4,4,4,0,28.62,3,1.9,4.03,3.41,4,1,0,1,70157,5348,78.27,1727,2482507
503,6,3,2,0,25,22.25,4,5.58,1.78,9.39,2,1,0,0,109342,3559,53.4,6933,2320286
4610,6,5,1,3,34,12.93,10,4.42,2.21,14.94,3,1,1,0,124298,5268,110.15,3188,4170775
4471,1,1,4,0,14,18.29,5,6.37,17.52,6.67,4,0,0,1,50560,4879,26.11,1481,1957630
1161,3,5,3,3,27,1.14,2,8.26,3.66,14.27,6,1,1,1,23423,8850,81.17,3617,2471611
545,4,3,3,3,14,27.49,10,4.38,18.71,12.58,8,1,0,1,137192,12149,43.69,6111,2787945
4236,5,3,1,1,20,18.47,1,7.58,18.61,1.38,8,0,1,0,84770,8042,69.85,9242,2395499
3279,2,2,3,1,32,1.72,5,4.64,0.68,7.24,8,0,1,1,34413,15154,144.1,7803,2219617
789,3,2,1,1,8,24.45,7,5.48,8.35,6.85,2,1,1,1,53881,11769,101.76,9512,1900284
1741,6,3,2,0,19,2.74,2,9.72,15.94,9.24,9,1,1,1,88859,13240,144.53,3264,2736867
4412,5,1,1,2,4,20.73,2,1.82,2.84,17.11,1,1,0,1,122327,1548,102.24,8777,3230952
3952,6,5,4,4,46,23.92,9,8.69,7.3,12.76,6,1,1,0,142956,10793,141.76,4833,4172882
2105,1,5,2,3,29,12.82,8,5.86,15.16,8.95,9,0,1,0,140996,6786,72.41,4570,2570646
3822,6,5,1,3,8,13.67,1,5.98,13.82,18.37,1,1,1,0,140761,9138,65.9,8269,3873311
1570,6,4,1,4,17,2.83,3,3.21,4.39,10.55,4,1,1,0,83465,2189,132.26,7900,3182851
2653,6,2,2,3,44,28.87,4,9.4,19.28,12.18,3,1,1,0,59568,14624,43.95,2969,2453326
2380,4,2,1,3,48,29.79,6,5.71,6.71,8.2,10,0,0,0,115655,9918,86.52,7716,1938589
3232,2,3,1,0,21,29.75,4,7.3,10.06,14.53,8,1,0,1,23622,15723,100.93,2043,1381343
1861,6,4,1,4,32,5.49,4,9.75,0.74,18.62,4,1,1,1,103023,15973,82.27,6902,3581953
3823,1,1,4,3,35,5.7,7,3.99,7.78,18.14,6,0,1,0,95877,7699,99.86,2718,2087614
